Spider VIP Firmware - Signature Map
File: F:\Satelite\Spider VIP\SPIDER-VIP_v1.00.92_20260507.mupg
Size: 530,280,116 bytes

== Header ==
upgrade_type  : all
0x00082F409A  JFFS2 node (big-endian)
0x00082F4797  JFFS2 node (big-endian)
0x00082FA272  JFFS2 node (big-endian)
0x00082FF681  gzip stream
0x0008306EDE  JFFS2 node (big-endian)
0x000830A987  JFFS2 node (little-endian)
0x000830D2F3  JFFS2 node (big-endian)
0x0008310706  JFFS2 node (big-endian)
0x0008320760  JFFS2 node (little-endian)
0x000832F099  ext2/3/4 superblock magic (@0x438)
0x0008330174  ext2/3/4 superblock magic (@0x438)
0x0008333449  ext2/3/4 superblock magic (@0x438)
0x00083380A8  JFFS2 node (little-endian)
0x0008338CEF  ext2/3/4 superblock magic (@0x438)
0x000833BAAD  ext2/3/4 superblock magic (@0x438)
0x0008342AF3  ext2/3/4 superblock magic (@0x438)
0x0008346C03  JFFS2 node (little-endian)
0x0008349FC8  JFFS2 node (little-endian)
0x000834E06C  JFFS2 node (little-endian)
0x00083533BB  JFFS2 node (big-endian)
0x000835558D  JFFS2 node (big-endian)
0x0008356351  ext2/3/4 superblock magic (@0x438)
0x00083567EE  ext2/3/4 superblock magic (@0x438)
0x000835E450  JFFS2 node (little-endian)
0x0008361F83  ext2/3/4 superblock magic (@0x438)
0x00083623D9  ext2/3/4 superblock magic (@0x438)
0x0008364284  JFFS2 node (big-endian)
0x000836A963  JFFS2 node (big-endian)
0x0008371D7A  ext2/3/4 superblock magic (@0x438)
0x000838F390  JFFS2 node (big-endian)
0x0008393E84  JFFS2 node (big-endian)
0x000839EB18  JFFS2 node (big-endian)
0x00083A6CA5  ext2/3/4 superblock magic (@0x438)
0x00083AB00A  JFFS2 node (big-endian)
0x00083B17BC  ext2/3/4 superblock magic (@0x438)
0x00083C00AC  JFFS2 node (little-endian)
0x00083C7750  JFFS2 node (little-endian)
0x00083C9FD7  JFFS2 node (big-endian)
0x00083D3D74  ext2/3/4 superblock magic (@0x438)
0x00083D50A6  JFFS2 node (big-endian)
0x00083D51C9  ext2/3/4 superblock magic (@0x438)
0x00083D91CA  JFFS2 node (little-endian)
0x00083DA742  JFFS2 node (little-endian)
0x00083DAF8A  JFFS2 node (big-endian)
0x00083DAF8B  JFFS2 node (little-endian)
0x00083E36F5  JFFS2 node (big-endian)
0x00083E6B29  JFFS2 node (little-endian)
0x00083E8180  ext2/3/4 superblock magic (@0x438)
0x00083F6F95  JFFS2 node (little-endian)
0x00083FDE0F  ext2/3/4 superblock magic (@0x438)
0x000840ACA6  JFFS2 node (big-endian)
0x000840F6DB  ext2/3/4 superblock magic (@0x438)
0x000841B858  JFFS2 node (little-endian)
0x000841DA45  ext2/3/4 superblock magic (@0x438)
0x00084208B4  JFFS2 node (little-endian)
0x00084289F1  ext2/3/4 superblock magic (@0x438)
0x0008432493  JFFS2 node (big-endian)
0x0008439548  JFFS2 node (little-endian)
0x000843BDBD  JFFS2 node (big-endian)
0x000844BCBD  JFFS2 node (big-endian)
0x000844D630  JFFS2 node (big-endian)
0x00084500D6  ext2/3/4 superblock magic (@0x438)
0x00084515DC  ext2/3/4 superblock magic (@0x438)
0x0008455A86  JFFS2 node (big-endian)
0x00084574E9  JFFS2 node (big-endian)
0x0008457DC7  JFFS2 node (little-endian)
0x00084593A7  JFFS2 node (big-endian)
0x000845D1C1  JFFS2 node (big-endian)
0x00084641A3  ext2/3/4 superblock magic (@0x438)
0x00084650B0  ext2/3/4 superblock magic (@0x438)
0x0008466694  ext2/3/4 superblock magic (@0x438)
0x0008467FE1  ext2/3/4 superblock magic (@0x438)
0x0008468183  JFFS2 node (big-endian)
0x0008468395  ext2/3/4 superblock magic (@0x438)
0x000846FF85  JFFS2 node (big-endian)
0x00084973BB  JFFS2 node (little-endian)
0x0008499ED7  JFFS2 node (little-endian)
0x000849B4EC  JFFS2 node (big-endian)
0x000849CBFD  JFFS2 node (little-endian)
0x00084AA56D  ext2/3/4 superblock magic (@0x438)
0x00084B0BBA  JFFS2 node (little-endian)
0x00084B859C  JFFS2 node (little-endian)
0x00084C0F3E  JFFS2 node (little-endian)
0x00084C6B01  JFFS2 node (little-endian)
0x00084CCCFF  ext2/3/4 superblock magic (@0x438)
0x00084D0724  JFFS2 node (big-endian)
0x00084D2E9A  JFFS2 node (little-endian)
0x00084D85DD  JFFS2 node (big-endian)
0x00084DBFC4  JFFS2 node (big-endian)
0x00084ECF72  ext2/3/4 superblock magic (@0x438)
0x00084ED20F  JFFS2 node (big-endian)
0x00084EE9E3  JFFS2 node (little-endian)
0x000850A7D1  ext2/3/4 superblock magic (@0x438)
0x000851F132  ext2/3/4 superblock magic (@0x438)
0x000852A1AA  JFFS2 node (little-endian)
0x000852A7F1  JFFS2 node (little-endian)
0x0008536DC4  ext2/3/4 superblock magic (@0x438)
0x00085391CE  ext2/3/4 superblock magic (@0x438)
0x0008549095  ext2/3/4 superblock magic (@0x438)
0x0008560DB1  ext2/3/4 superblock magic (@0x438)
0x000856245D  JFFS2 node (big-endian)
0x000857061A  JFFS2 node (little-endian)
0x000857BDB1  JFFS2 node (big-endian)
0x000857D7EB  bzip2 stream
0x000857F989  JFFS2 node (little-endian)
0x0008583210  ext2/3/4 superblock magic (@0x438)
0x0008587CB6  ext2/3/4 superblock magic (@0x438)
0x000858A3E2  ext2/3/4 superblock magic (@0x438)
0x000858E94B  ext2/3/4 superblock magic (@0x438)
0x000858E950  ext2/3/4 superblock magic (@0x438)
0x0008594912  ext2/3/4 superblock magic (@0x438)
0x0008595A5D  ext2/3/4 superblock magic (@0x438)
0x00085A0766  JFFS2 node (big-endian)
0x00085A4B43  JFFS2 node (little-endian)
0x00085A87A2  JFFS2 node (little-endian)
0x00085AF139  ext2/3/4 superblock magic (@0x438)
0x00085B6732  ext2/3/4 superblock magic (@0x438)
0x00085BEDBE  ext2/3/4 superblock magic (@0x438)
0x00085CDA6F  JFFS2 node (big-endian)
0x00085CF4AF  JFFS2 node (little-endian)
0x00085E534C  JFFS2 node (little-endian)
0x00085E5352  JFFS2 node (little-endian)
0x00085E5358  JFFS2 node (little-endian)
0x00085E557D  JFFS2 node (little-endian)
0x00085EA5DF  ext2/3/4 superblock magic (@0x438)
0x00085EB31E  JFFS2 node (big-endian)
0x00085EB5EE  ext2/3/4 superblock magic (@0x438)
0x00085F0BDB  ext2/3/4 superblock magic (@0x438)
0x00085FE63A  JFFS2 node (little-endian)
0x00086006D0  ext2/3/4 superblock magic (@0x438)
0x00086055A1  ext2/3/4 superblock magic (@0x438)
0x000860CCF0  JFFS2 node (big-endian)
0x000860D906  ext2/3/4 superblock magic (@0x438)
0x000861015A  JFFS2 node (big-endian)
0x000861EB34  ext2/3/4 superblock magic (@0x438)
0x00086204B4  ext2/3/4 superblock magic (@0x438)
0x0008623906  JFFS2 node (big-endian)
0x000862AB90  JFFS2 node (big-endian)
0x000862AFB0  ext2/3/4 superblock magic (@0x438)
0x000862DAD1  JFFS2 node (big-endian)
0x00086342D4  ext2/3/4 superblock magic (@0x438)
0x0008635A38  ext2/3/4 superblock magic (@0x438)
0x000863611E  ext2/3/4 superblock magic (@0x438)
0x000863AE33  ext2/3/4 superblock magic (@0x438)
0x000863B889  ext2/3/4 superblock magic (@0x438)
0x000863F7F9  JFFS2 node (big-endian)
0x000863FA26  JFFS2 node (big-endian)
0x000864586D  JFFS2 node (little-endian)
0x0008647710  ext2/3/4 superblock magic (@0x438)
0x0008651F92  ext2/3/4 superblock magic (@0x438)
0x000865A40E  ext2/3/4 superblock magic (@0x438)
0x000865D2AE  JFFS2 node (big-endian)
0x000865D2AF  JFFS2 node (little-endian)
0x00086615D7  ext2/3/4 superblock magic (@0x438)
0x0008665008  ext2/3/4 superblock magic (@0x438)
0x0008665F70  ext2/3/4 superblock magic (@0x438)
0x000866A304  JFFS2 node (little-endian)
0x000867185D  ext2/3/4 superblock magic (@0x438)
0x0008671A72  ext2/3/4 superblock magic (@0x438)
0x000867A70A  ext2/3/4 superblock magic (@0x438)
0x000867AD78  ext2/3/4 superblock magic (@0x438)
0x0008685D72  ext2/3/4 superblock magic (@0x438)
0x0008685F1B  ext2/3/4 superblock magic (@0x438)
0x000868C888  JFFS2 node (little-endian)
0x000868C931  JFFS2 node (little-endian)
0x00086950B5  ext2/3/4 superblock magic (@0x438)
0x0008695579  JFFS2 node (big-endian)
0x0008695B89  ext2/3/4 superblock magic (@0x438)
0x000869B351  ext2/3/4 superblock magic (@0x438)
0x000869BA97  JFFS2 node (little-endian)
0x000869C421  JFFS2 node (little-endian)
0x00086A8F56  ext2/3/4 superblock magic (@0x438)
0x00086A993E  ext2/3/4 superblock magic (@0x438)
0x00086B967A  JFFS2 node (big-endian)
0x00086BE684  JFFS2 node (little-endian)
0x00086BF4AF  JFFS2 node (big-endian)
0x00086C2DED  ext2/3/4 superblock magic (@0x438)
0x00086C50E8  JFFS2 node (little-endian)
0x00086C984A  JFFS2 node (big-endian)
0x00086CA049  ext2/3/4 superblock magic (@0x438)
0x00086CA2CD  ext2/3/4 superblock magic (@0x438)
0x00086D3A8C  ext2/3/4 superblock magic (@0x438)
0x00086D5390  ext2/3/4 superblock magic (@0x438)
0x00086EC070  ext2/3/4 superblock magic (@0x438)
0x00086F3732  ext2/3/4 superblock magic (@0x438)
0x00086F5E62  ext2/3/4 superblock magic (@0x438)
0x00086FE49F  ext2/3/4 superblock magic (@0x438)
0x0008700B06  JFFS2 node (big-endian)
0x000870389F  JFFS2 node (big-endian)
0x000870A132  ext2/3/4 superblock magic (@0x438)
0x000870B7BC  JFFS2 node (little-endian)
0x000871443D  JFFS2 node (big-endian)
0x000872ED29  ext2/3/4 superblock magic (@0x438)
0x0008733673  JFFS2 node (little-endian)
0x0008734CAA  ext2/3/4 superblock magic (@0x438)
0x000873FBD8  ext2/3/4 superblock magic (@0x438)
0x00087408D5  JFFS2 node (big-endian)
0x0008741C1D  ext2/3/4 superblock magic (@0x438)
0x0008747D9A  JFFS2 node (big-endian)
0x00087486A2  ext2/3/4 superblock magic (@0x438)
0x0008750A08  JFFS2 node (little-endian)
0x00087544B6  JFFS2 node (little-endian)
0x0008759F95  JFFS2 node (little-endian)
0x000876BD7E  JFFS2 node (big-endian)
0x000876E743  ext2/3/4 superblock magic (@0x438)
0x0008771DA2  JFFS2 node (big-endian)
0x00087802C5  ext2/3/4 superblock magic (@0x438)
0x0008783821  JFFS2 node (big-endian)
0x000878A9AA  JFFS2 node (big-endian)
0x000879227A  JFFS2 node (big-endian)
0x0008794DA4  JFFS2 node (big-endian)
0x00087A8913  ext2/3/4 superblock magic (@0x438)
0x00087A8C1F  ext2/3/4 superblock magic (@0x438)
0x00087AED79  JFFS2 node (big-endian)
0x00087BEAE4  ext2/3/4 superblock magic (@0x438)
0x00087C7185  ext2/3/4 superblock magic (@0x438)
0x00087CD00D  ext2/3/4 superblock magic (@0x438)
0x00087CD0BE  ext2/3/4 superblock magic (@0x438)
0x00087CD7F9  JFFS2 node (big-endian)
0x00087DC526  ext2/3/4 superblock magic (@0x438)
0x00087EA881  ext2/3/4 superblock magic (@0x438)
0x00087EAA9E  ext2/3/4 superblock magic (@0x438)
0x00087ECD8C  ext2/3/4 superblock magic (@0x438)
0x00087F1ADB  JFFS2 node (big-endian)
0x00087F25F4  ext2/3/4 superblock magic (@0x438)
0x0008802E6B  ext2/3/4 superblock magic (@0x438)
0x0008814DEE  ext2/3/4 superblock magic (@0x438)
0x000881D008  JFFS2 node (little-endian)
0x000881E268  ext2/3/4 superblock magic (@0x438)
0x000883399B  ext2/3/4 superblock magic (@0x438)
0x000883AD03  ext2/3/4 superblock magic (@0x438)
0x000884965B  ext2/3/4 superblock magic (@0x438)
0x000884E8C0  JFFS2 node (little-endian)
0x0008850683  JFFS2 node (big-endian)
0x00088551E4  ext2/3/4 superblock magic (@0x438)
0x0008855D2B  ext2/3/4 superblock magic (@0x438)
0x000885732D  JFFS2 node (little-endian)
0x000885BD43  JFFS2 node (big-endian)
0x000885F5B5  JFFS2 node (little-endian)
0x0008860CA3  JFFS2 node (big-endian)
0x0008862A79  ext2/3/4 superblock magic (@0x438)
0x0008866948  JFFS2 node (little-endian)
0x000886EDE9  JFFS2 node (big-endian)
0x0008876D90  JFFS2 node (little-endian)
0x0008878C9E  ext2/3/4 superblock magic (@0x438)
0x000887F6E7  JFFS2 node (big-endian)
0x00088869A9  ext2/3/4 superblock magic (@0x438)
0x000888BFDB  ext2/3/4 superblock magic (@0x438)
0x000889553F  ext2/3/4 superblock magic (@0x438)
0x000889A1CC  ext2/3/4 superblock magic (@0x438)
0x00088A71DE  ext2/3/4 superblock magic (@0x438)
0x00088AF778  JFFS2 node (big-endian)
0x00088C37AB  JFFS2 node (little-endian)
0x00088D4CB9  JFFS2 node (big-endian)
0x00088D7CF8  JFFS2 node (big-endian)
0x00088D921C  JFFS2 node (little-endian)
0x00088DD74C  ext2/3/4 superblock magic (@0x438)
0x00088EE3BC  JFFS2 node (big-endian)
0x00088F2701  ext2/3/4 superblock magic (@0x438)
0x0008901A15  ext2/3/4 superblock magic (@0x438)
0x0008902406  JFFS2 node (big-endian)
0x0008911E0F  JFFS2 node (big-endian)
0x0008918AAD  JFFS2 node (big-endian)
0x000891BFBB  JFFS2 node (little-endian)
0x000891E380  JFFS2 node (big-endian)
0x0008925215  JFFS2 node (big-endian)
0x000892BCD8  ext2/3/4 superblock magic (@0x438)
0x000893F0A9  JFFS2 node (little-endian)
0x0008956380  ext2/3/4 superblock magic (@0x438)
0x0008958BD3  ext2/3/4 superblock magic (@0x438)
0x000895A909  JFFS2 node (little-endian)
0x000895BCA3  JFFS2 node (little-endian)
0x0008964445  ext2/3/4 superblock magic (@0x438)
0x000896CFCA  ext2/3/4 superblock magic (@0x438)
0x000896D92D  ext2/3/4 superblock magic (@0x438)
0x000896F7D4  ext2/3/4 superblock magic (@0x438)
0x00089768DB  ext2/3/4 superblock magic (@0x438)
0x0008979EE6  JFFS2 node (big-endian)
0x000897EDC8  JFFS2 node (big-endian)
0x0008985985  JFFS2 node (big-endian)
0x0008988C58  JFFS2 node (little-endian)
0x000898B87F  ext2/3/4 superblock magic (@0x438)
0x000898FF8D  JFFS2 node (little-endian)
0x00089949AC  ext2/3/4 superblock magic (@0x438)
0x0008994B72  ext2/3/4 superblock magic (@0x438)
0x000899D3C1  ext2/3/4 superblock magic (@0x438)
0x00089AD39E  JFFS2 node (big-endian)
0x00089B2820  ext2/3/4 superblock magic (@0x438)
0x00089B2F8A  ext2/3/4 superblock magic (@0x438)
0x00089B5C8A  JFFS2 node (big-endian)
0x00089C07A7  JFFS2 node (big-endian)
0x00089C2D0C  JFFS2 node (big-endian)
0x00089C70A7  ext2/3/4 superblock magic (@0x438)
0x00089C7C4B  JFFS2 node (little-endian)
0x00089D1F9F  ext2/3/4 superblock magic (@0x438)
0x00089D4745  ext2/3/4 superblock magic (@0x438)
0x00089D644D  ext2/3/4 superblock magic (@0x438)
0x00089EDE8E  JFFS2 node (big-endian)
0x00089F1972  ext2/3/4 superblock magic (@0x438)
0x00089F551E  ext2/3/4 superblock magic (@0x438)
0x00089F6942  ext2/3/4 superblock magic (@0x438)
0x00089F7E72  JFFS2 node (little-endian)
0x0008A0374C  ext2/3/4 superblock magic (@0x438)
0x0008A083A4  JFFS2 node (big-endian)
0x0008A12D7F  ext2/3/4 superblock magic (@0x438)
0x0008A1542B  ext2/3/4 superblock magic (@0x438)
0x0008A19819  ext2/3/4 superblock magic (@0x438)
0x0008A199B5  ext2/3/4 superblock magic (@0x438)
0x0008A254BE  ext2/3/4 superblock magic (@0x438)
0x0008A2AFEA  ext2/3/4 superblock magic (@0x438)
0x0008A2D900  ext2/3/4 superblock magic (@0x438)
0x0008A2DB21  JFFS2 node (big-endian)
0x0008A33CEE  ext2/3/4 superblock magic (@0x438)
0x0008A37567  ext2/3/4 superblock magic (@0x438)
0x0008A382DE  JFFS2 node (little-endian)
0x0008A38670  JFFS2 node (big-endian)
0x0008A3F494  ext2/3/4 superblock magic (@0x438)
0x0008A428C5  ext2/3/4 superblock magic (@0x438)
0x0008A47220  ext2/3/4 superblock magic (@0x438)
0x0008A4BA97  ext2/3/4 superblock magic (@0x438)
0x0008A56DF6  JFFS2 node (big-endian)
0x0008A5C5B0  JFFS2 node (little-endian)
0x0008A76232  ext2/3/4 superblock magic (@0x438)
0x0008A787D4  ext2/3/4 superblock magic (@0x438)
0x0008A7A2B5  ext2/3/4 superblock magic (@0x438)
0x0008A7A2CB  ext2/3/4 superblock magic (@0x438)
0x0008A7F258  JFFS2 node (big-endian)
0x0008A81311  JFFS2 node (big-endian)
0x0008A82714  JFFS2 node (little-endian)
0x0008A97B4E  JFFS2 node (little-endian)
0x0008A9D777  ext2/3/4 superblock magic (@0x438)
0x0008AA277C  ext2/3/4 superblock magic (@0x438)
0x0008AABD0B  ext2/3/4 superblock magic (@0x438)
0x0008AB68BC  JFFS2 node (big-endian)
0x0008AB7688  ext2/3/4 superblock magic (@0x438)
0x0008ABF025  ext2/3/4 superblock magic (@0x438)
0x0008ACCC4D  JFFS2 node (big-endian)
0x0008AD7D7D  JFFS2 node (little-endian)
0x0008ADAEDF  ext2/3/4 superblock magic (@0x438)
0x0008ADC062  JFFS2 node (little-endian)
0x0008AEEF18  ext2/3/4 superblock magic (@0x438)
0x0008AEFBE0  ext2/3/4 superblock magic (@0x438)
0x0008AF531C  ext2/3/4 superblock magic (@0x438)
0x0008AFA40E  ext2/3/4 superblock magic (@0x438)
0x0008B01BBA  ext2/3/4 superblock magic (@0x438)
0x0008B0A9C1  ext2/3/4 superblock magic (@0x438)
0x0008B0DA09  ext2/3/4 superblock magic (@0x438)
0x0008B1358E  JFFS2 node (little-endian)
0x0008B17E24  ext2/3/4 superblock magic (@0x438)
0x0008B26AA2  ext2/3/4 superblock magic (@0x438)
0x0008B37031  ext2/3/4 superblock magic (@0x438)
0x0008B47855  ext2/3/4 superblock magic (@0x438)
0x0008B52AE0  ext2/3/4 superblock magic (@0x438)
0x0008B54A4C  JFFS2 node (big-endian)
0x0008B57F0C  JFFS2 node (big-endian)
0x0008B598C0  ext2/3/4 superblock magic (@0x438)
0x0008B5FA10  ext2/3/4 superblock magic (@0x438)
0x0008B60B54  ext2/3/4 superblock magic (@0x438)
0x0008B6D77C  ext2/3/4 superblock magic (@0x438)
0x0008B72D2D  ext2/3/4 superblock magic (@0x438)
0x0008B76952  ext2/3/4 superblock magic (@0x438)
0x0008B7A6D2  JFFS2 node (big-endian)
0x0008B7A959  ext2/3/4 superblock magic (@0x438)
0x0008B7CA99  JFFS2 node (big-endian)
0x0008B7CD54  JFFS2 node (big-endian)
0x0008B7E2B9  ext2/3/4 superblock magic (@0x438)
0x0008B7F3C2  ext2/3/4 superblock magic (@0x438)
0x0008B7FFBA  ext2/3/4 superblock magic (@0x438)
0x0008B8961D  JFFS2 node (little-endian)
0x0008B89B6D  JFFS2 node (big-endian)
0x0008B8BE14  ext2/3/4 superblock magic (@0x438)
0x0008B8BF1C  ext2/3/4 superblock magic (@0x438)
0x0008B958EB  JFFS2 node (big-endian)
0x0008BA16C1  ext2/3/4 superblock magic (@0x438)
0x0008BA3B16  ext2/3/4 superblock magic (@0x438)
0x0008BA40D5  ext2/3/4 superblock magic (@0x438)
0x0008BA41D0  JFFS2 node (little-endian)
0x0008BAC43A  gzip stream
0x0008BBA24E  JFFS2 node (big-endian)
0x0008BBED39  JFFS2 node (big-endian)
0x0008BC25EF  JFFS2 node (big-endian)
0x0008BC960B  JFFS2 node (big-endian)
0x0008BD5455  ext2/3/4 superblock magic (@0x438)
0x0008BD5463  JFFS2 node (little-endian)
0x0008BDC166  JFFS2 node (big-endian)
0x0008BE493D  JFFS2 node (little-endian)
0x0008BE4DA5  JFFS2 node (big-endian)
0x0008BEDCAF  JFFS2 node (big-endian)
0x0008BFA774  ext2/3/4 superblock magic (@0x438)
0x0008C01F84  JFFS2 node (little-endian)
0x0008C0AC01  ext2/3/4 superblock magic (@0x438)
0x0008C0F654  JFFS2 node (little-endian)
0x0008C1130F  JFFS2 node (big-endian)
0x0008C11C51  JFFS2 node (big-endian)
0x0008C12B00  JFFS2 node (little-endian)
0x0008C12B9D  JFFS2 node (little-endian)
0x0008C12EEA  JFFS2 node (big-endian)
0x0008C143F0  ext2/3/4 superblock magic (@0x438)
0x0008C17F99  ext2/3/4 superblock magic (@0x438)
0x0008C1AEA9  ext2/3/4 superblock magic (@0x438)
0x0008C1DF24  JFFS2 node (little-endian)
0x0008C3348C  ext2/3/4 superblock magic (@0x438)
0x0008C34705  ext2/3/4 superblock magic (@0x438)
0x0008C3F212  JFFS2 node (big-endian)
0x0008C455FA  JFFS2 node (little-endian)
0x0008C4947B  JFFS2 node (little-endian)
0x0008C569B0  ext2/3/4 superblock magic (@0x438)
0x0008C661AC  JFFS2 node (big-endian)
0x0008C681FA  ext2/3/4 superblock magic (@0x438)
0x0008C6A54A  JFFS2 node (big-endian)
0x0008C7956B  ext2/3/4 superblock magic (@0x438)
0x0008C7C8B5  JFFS2 node (little-endian)
0x0008C7F58A  JFFS2 node (little-endian)
0x0008C80F9D  JFFS2 node (little-endian)
0x0008C871C4  JFFS2 node (big-endian)
0x0008C8D62B  ext2/3/4 superblock magic (@0x438)
0x0008C8EE97  ext2/3/4 superblock magic (@0x438)
0x0008C900D8  ext2/3/4 superblock magic (@0x438)
0x0008C99B1F  ext2/3/4 superblock magic (@0x438)
0x0008C9DDF2  ext2/3/4 superblock magic (@0x438)
0x0008CA1F4A  ext2/3/4 superblock magic (@0x438)
0x0008CA74A7  ext2/3/4 superblock magic (@0x438)
0x0008CA8172  JFFS2 node (little-endian)
0x0008CB0EF2  JFFS2 node (big-endian)
0x0008CBF5F4  ext2/3/4 superblock magic (@0x438)
0x0008CC3475  JFFS2 node (big-endian)
0x0008CD2AEB  JFFS2 node (little-endian)
0x0008CD5150  JFFS2 node (big-endian)
0x0008CD6DA4  ext2/3/4 superblock magic (@0x438)
0x0008CDDE48  ext2/3/4 superblock magic (@0x438)
0x0008CE5A14  ext2/3/4 superblock magic (@0x438)
0x0008CF5E15  ext2/3/4 superblock magic (@0x438)
0x0008CF8F06  JFFS2 node (little-endian)
0x0008D0162B  ext2/3/4 superblock magic (@0x438)
0x0008D02123  JFFS2 node (big-endian)
0x0008D035A2  JFFS2 node (big-endian)
0x0008D05A32  JFFS2 node (little-endian)
0x0008D0F176  ext2/3/4 superblock magic (@0x438)
0x0008D16CC8  ext2/3/4 superblock magic (@0x438)
0x0008D16DBA  ext2/3/4 superblock magic (@0x438)
0x0008D1F884  JFFS2 node (little-endian)
0x0008D239C4  ext2/3/4 superblock magic (@0x438)
0x0008D295CA  ext2/3/4 superblock magic (@0x438)
0x0008D3027D  JFFS2 node (big-endian)
0x0008D30A51  JFFS2 node (big-endian)
0x0008D32884  JFFS2 node (little-endian)
0x0008D33640  JFFS2 node (big-endian)
0x0008D3AACE  JFFS2 node (big-endian)
0x0008D41A15  ext2/3/4 superblock magic (@0x438)
0x0008D44763  ext2/3/4 superblock magic (@0x438)
0x0008D56281  JFFS2 node (big-endian)
0x0008D584F5  ext2/3/4 superblock magic (@0x438)
0x0008D59CD7  JFFS2 node (little-endian)
0x0008D76829  ext2/3/4 superblock magic (@0x438)
0x0008D81371  JFFS2 node (big-endian)
0x0008D87AAA  JFFS2 node (little-endian)
0x0008D89709  JFFS2 node (big-endian)
0x0008D8A336  JFFS2 node (little-endian)
0x0008D8B5AE  JFFS2 node (little-endian)
0x0008D971FF  JFFS2 node (little-endian)
0x0008DA0FD5  ext2/3/4 superblock magic (@0x438)
0x0008DB5529  ext2/3/4 superblock magic (@0x438)
0x0008DB9670  ext2/3/4 superblock magic (@0x438)
0x0008DC0640  JFFS2 node (big-endian)
0x0008DC85F8  JFFS2 node (little-endian)
0x0008DCD3B1  JFFS2 node (big-endian)
0x0008DD74CA  JFFS2 node (big-endian)
0x0008DD7BAB  ext2/3/4 superblock magic (@0x438)
0x0008DD8DD2  JFFS2 node (big-endian)
0x0008DD9611  JFFS2 node (little-endian)
0x0008DDDACC  ext2/3/4 superblock magic (@0x438)
0x0008DE92B4  ext2/3/4 superblock magic (@0x438)
0x0008DECD01  JFFS2 node (little-endian)
0x0008DEE843  ext2/3/4 superblock magic (@0x438)
0x0008DEFB06  ext2/3/4 superblock magic (@0x438)
0x0008DF7C74  ext2/3/4 superblock magic (@0x438)
0x0008DFA196  JFFS2 node (big-endian)
0x0008E03325  ext2/3/4 superblock magic (@0x438)
0x0008E081FE  ext2/3/4 superblock magic (@0x438)
0x0008E12138  ext2/3/4 superblock magic (@0x438)
0x0008E14808  JFFS2 node (big-endian)
0x0008E1C9F4  JFFS2 node (big-endian)
0x0008E1D752  JFFS2 node (big-endian)
0x0008E1DA2C  JFFS2 node (little-endian)
0x0008E1EC2E  JFFS2 node (little-endian)
0x0008E26FC8  ext2/3/4 superblock magic (@0x438)
0x0008E2A98D  ext2/3/4 superblock magic (@0x438)
0x0008E387BF  JFFS2 node (little-endian)
0x0008E4473A  JFFS2 node (little-endian)
0x0008E53DD8  ext2/3/4 superblock magic (@0x438)
0x0008E55981  JFFS2 node (big-endian)
0x0008E55BAD  JFFS2 node (little-endian)
0x0008E59199  ext2/3/4 superblock magic (@0x438)
0x0008E5AD47  ext2/3/4 superblock magic (@0x438)
0x0008E634E3  ext2/3/4 superblock magic (@0x438)
0x0008E639D7  JFFS2 node (little-endian)
0x0008E66E35  JFFS2 node (little-endian)
0x0008E7BB2A  JFFS2 node (little-endian)
0x0008E808DD  ext2/3/4 superblock magic (@0x438)
0x0008E85B99  JFFS2 node (big-endian)
0x0008E86EA4  JFFS2 node (big-endian)
0x0008E8A8E9  ext2/3/4 superblock magic (@0x438)
0x0008E8B91B  JFFS2 node (little-endian)
0x0008E91B89  JFFS2 node (big-endian)
0x0008E94C38  ext2/3/4 superblock magic (@0x438)
0x0008E970FA  JFFS2 node (little-endian)
0x0008E99F3E  JFFS2 node (big-endian)
0x0008EB4A86  JFFS2 node (little-endian)
0x0008EB4D47  JFFS2 node (big-endian)
0x0008EB6A2E  ext2/3/4 superblock magic (@0x438)
0x0008EB79A8  JFFS2 node (little-endian)
0x0008EBC641  JFFS2 node (little-endian)
0x0008EC55B2  ext2/3/4 superblock magic (@0x438)
0x0008EC79F8  ext2/3/4 superblock magic (@0x438)
0x0008ECEFAD  JFFS2 node (big-endian)
0x0008ED0DF5  JFFS2 node (big-endian)
0x0008EE54B0  JFFS2 node (big-endian)
0x0008EEFC56  ext2/3/4 superblock magic (@0x438)
0x0008F06506  JFFS2 node (big-endian)
0x0008F110F5  ext2/3/4 superblock magic (@0x438)
0x0008F1580E  ext2/3/4 superblock magic (@0x438)
0x0008F2C225  ext2/3/4 superblock magic (@0x438)
0x0008F2DA25  ext2/3/4 superblock magic (@0x438)
0x0008F2DE06  ext2/3/4 superblock magic (@0x438)
0x0008F36F3E  ext2/3/4 superblock magic (@0x438)
0x0008F3D4EA  JFFS2 node (big-endian)
0x0008F3D600  JFFS2 node (big-endian)
0x0008F50693  ext2/3/4 superblock magic (@0x438)
0x0008F57A2E  ext2/3/4 superblock magic (@0x438)
0x0008F5F393  JFFS2 node (big-endian)
0x0008F66DEE  JFFS2 node (big-endian)
0x0008F798B8  JFFS2 node (little-endian)
0x0008F959A1  JFFS2 node (big-endian)
0x0008F97BDF  ext2/3/4 superblock magic (@0x438)
0x0008FB6114  JFFS2 node (big-endian)
0x0008FBA75F  JFFS2 node (big-endian)
0x0008FC2A32  ext2/3/4 superblock magic (@0x438)
0x0008FC6616  ext2/3/4 superblock magic (@0x438)
0x0008FC6DFC  JFFS2 node (big-endian)
